period,user,demand,stage1_ratio,stage2_ratio,stage3_ratio
k3,f394,21,0.6,1.0,0.6
k3,f395,28,0.6,1.0,0.6
k3,f396,35,0.6,1.0,0.6
k3,f397,42,0.6,1.0,0.6
k3,f398,49,0.6,1.0,0.6
k3,f399,25,0.6,1.0,1.0
k3,f400,32,0.6,1.0,0.6
k3,f401,39,0.6,1.0,0.6
k3,f402,46,0.6,1.0,0.6
k3,f403,22,0.6,1.0,1.0
k3,f404,29,0.6,1.0,1.0
k3,f405,36,0.6,1.0,0.6
k3,f406,43,0.6,1.0,0.6
k3,f407,50,0.6,1.0,0.6
k3,f408,26,0.6,1.0,0.6
k3,f409,33,0.6,1.0,0.6
k3,f410,40,0.6,1.0,0.6
k3,f411,47,0.6,1.0,0.6
k3,f412,23,0.6,1.0,1.0
k3,f413,30,0.6,1.0,1.0
k3,f414,37,0.6,1.0,0.6
k3,f415,44,0.6,1.0,0.6
k3,f416,20,0.6,1.0,0.6
k3,f417,27,0.6,1.0,0.6
k3,f418,34,0.6,1.0,1.0
k3,f419,41,0.6,1.0,0.6
k3,f420,48,0.6,1.0,0.6
k3,f421,24,0.6,1.0,0.6
k3,f422,31,0.6,1.0,0.6
k3,f423,38,0.6,1.0,0.6
k3,f424,45,0.6,1.0,0.6
k3,f425,21,0.6,1.0,0.6
k3,f426,28,0.6,1.0,0.6
k3,f427,35,0.6,1.0,0.6
k3,f428,42,0.6,1.0,0.6
k3,f429,49,0.6,1.0,0.6
k3,f430,25,0.6,1.0,0.6
k3,f431,32,0.6,1.0,0.6
k3,f432,39,0.6,1.0,0.6
k3,f433,46,0.6,1.0,0.6
k3,f434,22,0.6,1.0,0.6
k3,f435,29,0.6,1.0,1.0
k3,f436,36,0.6,1.0,1.0
k3,f437,43,0.6,1.0,0.6
k3,f438,50,0.6,1.0,0.6
k3,f439,26,0.6,1.0,0.6
k3,f440,33,0.6,1.0,1.0
k3,f441,40,0.6,1.0,0.6
k3,f442,47,0.6,1.0,0.6
k3,f443,23,0.6,1.0,0.6
k3,f444,30,0.6,1.0,0.6
k3,f445,37,0.6,1.0,1.0
k3,f446,44,0.6,1.0,0.6
k3,f447,20,0.6,1.0,0.6
k3,f448,27,0.6,1.0,0.6
k3,f449,34,0.6,1.0,1.0
k3,f450,41,0.6,1.0,0.6
k3,f451,48,0.6,1.0,0.6
k3,f452,24,0.6,1.0,0.6
k3,f453,31,0.6,1.0,0.6
k3,f454,38,0.6,1.0,0.6
k3,f455,45,0.6,1.0,0.6
k3,f456,21,0.6,1.0,0.6
k3,f457,28,0.6,1.0,1.0
k3,f458,35,0.6,1.0,1.0
k3,f459,42,0.6,1.0,0.6
k3,f460,49,0.6,1.0,0.6
k3,f461,25,0.6,1.0,0.6
k3,f462,32,0.6,1.0,0.6
k3,f463,39,0.6,1.0,0.6
k3,f464,46,0.6,1.0,0.6
k3,f465,22,0.6,1.0,0.6
k3,f466,29,0.6,1.0,0.6
k3,f467,36,0.6,1.0,0.6
k3,f468,43,0.6,1.0,0.6
k3,f469,50,0.6,1.0,0.6
k3,f470,26,0.6,1.0,1.0
k3,f471,33,0.6,1.0,0.6
k3,f472,40,0.6,1.0,0.6
k3,f473,47,0.6,1.0,0.6
k3,f474,23,0.6,1.0,1.0
k3,f475,30,0.6,1.0,1.0
k3,f476,37,0.6,1.0,1.0
k3,f477,44,0.6,1.0,0.6
k3,f478,20,0.6,1.0,0.6
k3,f479,27,0.6,1.0,0.6
k3,f480,34,0.6,1.0,0.6
k3,f481,41,0.6,1.0,0.6
k3,f482,48,0.6,1.0,0.6
k3,f483,24,0.6,1.0,1.0
k3,f484,31,0.6,1.0,0.6
k3,f485,38,0.6,1.0,0.6
k3,f486,45,0.6,1.0,0.6
k3,f487,21,0.6,1.0,0.6
k3,f488,28,0.6,1.0,1.0
k3,f489,35,0.6,1.0,1.0
k3,f490,42,0.6,1.0,0.6
k3,f491,49,0.6,1.0,0.6
k3,f492,25,0.6,1.0,1.0
k3,f493,32,0.6,1.0,0.6
k3,f494,39,0.6,1.0,0.6
k3,f495,46,0.6,1.0,0.6
k3,f496,22,0.6,1.0,0.6
k3,f497,29,0.6,1.0,1.0
k3,f498,36,0.6,1.0,0.6
k3,f499,43,0.6,1.0,0.6
k3,f500,50,0.6,1.0,0.6
k4,f1,40,0.6,0.6000000000000921,0.6
k4,f2,47,0.6,0.6,0.6
k4,f3,23,0.6,0.6,0.6
k4,f4,30,0.6,0.6,0.6
k4,f5,37,0.6,0.6,0.6
k4,f6,44,0.6,0.6,0.6
k4,f7,20,0.6,0.6,0.6000000000002497
k4,f8,27,0.6,0.6,0.6
k4,f9,34,0.6,0.6,0.6
k4,f10,41,0.6,0.6,0.6
k4,f11,48,0.6,0.6,0.6
k4,f12,24,0.6,0.6,0.6
k4,f13,31,0.6,0.6,0.6
k4,f14,38,0.6,0.6,0.6
k4,f15,45,0.6,0.6,0.6
k4,f16,21,0.6,0.6,0.6
k4,f17,28,0.6,0.6,0.6
k4,f18,35,0.6,0.6,0.6
k4,f19,42,0.6,0.6,0.6
k4,f20,49,0.6,0.6,0.6
k4,f21,25,0.6,0.6,0.6
k4,f22,32,0.6,0.6,0.6
k4,f23,39,0.6,0.6,0.6
k4,f24,46,0.6,0.6,0.6
k4,f25,22,0.6,0.6,0.6
k4,f26,29,0.6,0.6,0.6
k4,f27,36,0.6,0.6,0.6
k4,f28,43,0.6,0.6,0.6
k4,f29,50,0.6,0.6,0.6
k4,f30,26,0.6,0.6,0.6
k4,f31,33,0.6,0.6,0.6
k4,f32,40,0.6,0.6,0.6
k4,f33,47,0.6,0.6,0.6
k4,f34,23,0.6,0.6,0.6
k4,f35,30,0.6,0.6,0.6
k4,f36,37,0.6,0.6,0.6
k4,f37,44,0.6,0.6,0.6
k4,f38,20,0.6,0.6,0.6
k4,f39,27,0.6,0.6,0.6
k4,f40,34,0.6,0.6,0.6
k4,f41,41,0.6,0.6,0.6
k4,f42,48,0.6,0.6,0.6
k4,f43,24,0.6,0.6,0.6
k4,f44,31,0.6,0.6,0.6
k4,f45,38,0.6,0.6,0.6
k4,f46,45,0.6,0.6,0.6
k4,f47,21,0.6,0.6,0.6
k4,f48,28,0.6,0.6,0.6
k4,f49,35,0.6,0.6,0.6
k4,f50,42,0.6,0.6,0.6
k4,f51,49,0.6,0.6,0.6
k4,f52,25,0.6,0.6,0.6
k4,f53,32,0.6,0.6,0.6
k4,f54,39,0.6,0.6,0.6
k4,f55,46,0.6,0.6,0.6
k4,f56,22,0.6,0.6,0.6
k4,f57,29,0.6,0.6,0.6
k4,f58,36,0.6,0.6,0.6
k4,f59,43,0.6,0.6,0.6
k4,f60,50,0.6,0.6,0.6
k4,f61,26,0.6,0.6,0.6
k4,f62,33,0.6,0.6,0.6
k4,f63,40,0.6,0.6,0.6
k4,f64,47,0.6,0.6,0.6
k4,f65,23,0.6,0.6,0.6
k4,f66,30,0.6,0.6,0.6
k4,f67,37,0.6,0.6,0.6
k4,f68,44,0.6,0.6,0.6
k4,f69,20,0.6,0.6,0.6
k4,f70,27,0.6,0.6,0.6
k4,f71,34,0.6,0.6,0.6
k4,f72,41,0.6,0.6,0.6
k4,f73,48,0.6,0.6,0.6
k4,f74,24,0.6,0.6,0.6
k4,f75,31,0.6,0.6,0.6
k4,f76,38,0.6,0.6,0.6
k4,f77,45,0.6,0.6,0.6
k4,f78,21,0.6,0.6,0.6
k4,f79,28,0.6,0.6,0.6
k4,f80,35,0.6,0.6,0.6
k4,f81,42,0.6,0.6,0.6
k4,f82,49,0.6,0.6,0.6
k4,f83,25,0.6,0.6,0.6
k4,f84,32,0.6,0.6,0.6
k4,f85,39,0.6,0.6,0.6
k4,f86,46,0.6,0.6,0.6
k4,f87,22,0.6,0.6,0.6
k4,f88,29,0.6,0.6,0.6
k4,f89,36,0.6,0.6,0.6
k4,f90,43,0.6,0.6,0.6
k4,f91,50,0.6,0.6,0.6
k4,f92,26,0.6,0.6,0.6
k4,f93,33,0.6,0.6,0.6
k4,f94,40,0.6,0.6,0.6
k4,f95,47,0.6,0.6,0.6
k4,f96,23,0.6,0.6,0.6
k4,f97,30,0.6,0.6,0.6
k4,f98,37,0.6,0.6,0.6
k4,f99,44,0.6,0.6,0.6
k4,f100,20,0.6,0.6,0.6
k4,f101,27,0.6,0.6,0.6
k4,f102,34,0.6,0.6,0.6
k4,f103,41,0.6,0.6,0.6
k4,f104,48,0.6,0.6,0.6
k4,f105,24,0.6,0.6,0.6
k4,f106,31,0.6,0.6,0.6
k4,f107,38,0.6,0.6,0.6
k4,f108,45,0.6,0.6,0.6
k4,f109,21,0.6,0.6,0.6
k4,f110,28,0.6,0.6,0.6
k4,f111,35,0.6,0.6,0.6
k4,f112,42,0.6,0.6,0.6
k4,f113,49,0.6,0.6,0.6
k4,f114,25,0.6,0.6,0.6
k4,f115,32,0.6,0.6,0.6
k4,f116,39,0.6,0.6,0.6
k4,f117,46,0.6,0.6,0.6
k4,f118,22,0.6,0.6,0.6
k4,f119,29,0.6,0.6,0.6
k4,f120,36,0.6,0.6,0.6
k4,f121,43,0.6,0.6,0.6
k4,f122,50,0.6,0.6,0.6
k4,f123,26,0.6,0.6,0.6
k4,f124,33,0.6,0.6,0.6
k4,f125,40,0.6,0.6,0.6
k4,f126,47,0.6,0.6,0.6
k4,f127,23,0.6,0.6,0.6
k4,f128,30,0.6,0.6,0.6
k4,f129,37,0.6,0.6,0.6
k4,f130,44,0.6,0.6,0.6
k4,f131,20,0.6,0.6,0.6
k4,f132,27,0.6,0.6,0.6
k4,f133,34,0.6,0.6,0.6
k4,f134,41,0.6,0.6,0.6
k4,f135,48,0.6,0.6,0.6
k4,f136,24,0.6,0.6,0.6
k4,f137,31,0.6,0.6,0.6
k4,f138,38,0.6,0.6,0.6
k4,f139,45,0.6,0.6,0.6
k4,f140,21,0.6,0.6,0.6
k4,f141,28,0.6,0.6,0.6
k4,f142,35,0.6,0.6,0.6
k4,f143,42,0.6,0.6,0.6
k4,f144,49,0.6,0.6,0.6
k4,f145,25,0.6,0.6,0.6
k4,f146,32,0.6,0.6,0.6
k4,f147,39,0.6,0.6,0.6
k4,f148,46,0.6,0.6,0.6
k4,f149,22,0.6,0.6,0.6
k4,f150,29,0.6,0.6,0.6
k4,f151,36,0.6,0.6,0.6
k4,f152,43,0.6,0.6,0.6
k4,f153,50,0.6,0.6,0.6
k4,f154,26,0.6,0.6,0.6
k4,f155,33,0.6,0.6,0.6
k4,f156,40,0.6,0.6,0.6
k4,f157,47,0.6,0.6,0.6
k4,f158,23,0.6,0.6,0.6
k4,f159,30,0.6,0.6,0.6
k4,f160,37,0.6,0.6,0.6
k4,f161,44,0.6,0.6,0.6
k4,f162,20,0.6,0.6,0.6
k4,f163,27,0.6,0.6,0.6
k4,f164,34,0.6,0.6,0.6
k4,f165,41,0.6,0.6,0.6
k4,f166,48,0.6,0.6,0.6
k4,f167,24,0.6,0.6,0.6
k4,f168,31,0.6,0.6,0.6
k4,f169,38,0.6,0.6,0.6
k4,f170,45,0.6,0.6,0.6
k4,f171,21,0.6,0.6,0.6
k4,f172,28,0.6,0.6,0.6
k4,f173,35,0.6,0.6,0.6
k4,f174,42,0.6,0.6,0.6
k4,f175,49,0.6,0.6,0.6
k4,f176,25,0.6,0.6,0.6
k4,f177,32,0.6,0.6,0.6
k4,f178,39,0.6,0.6,0.6
k4,f179,46,0.6,0.6,0.6
k4,f180,22,0.6,0.6,0.6
k4,f181,29,0.6,0.6,0.6
k4,f182,36,0.6,0.6,0.6
k4,f183,43,0.6,0.6,0.6
k4,f184,50,0.6,0.6,0.6
k4,f185,26,0.6,0.6,0.6
k4,f186,33,0.6,0.6,0.6
k4,f187,40,0.6,0.6,0.6
k4,f188,47,0.6,0.6,0.6
k4,f189,23,0.6,0.6,0.6
k4,f190,30,0.6,0.6,0.6
k4,f191,37,0.6,0.6,0.6
k4,f192,44,0.6,0.6,0.6
k4,f193,20,0.6,0.6,0.6
k4,f194,27,0.6,0.6,0.6
k4,f195,34,0.6,0.6,0.6
k4,f196,41,0.6,0.6,0.6
k4,f197,48,0.6,0.6,0.6
k4,f198,24,0.6,0.6,0.6
k4,f199,31,0.6,0.6,0.6
k4,f200,38,0.6,0.6,0.6
k4,f201,45,0.6,0.6,0.6
k4,f202,21,0.6,0.6,0.6
k4,f203,28,0.6,0.6,0.6
k4,f204,35,0.6,0.6,0.6
k4,f205,42,0.6,0.6,0.6
k4,f206,49,0.6,0.6,0.6
k4,f207,25,0.6,0.6,0.6
k4,f208,32,0.6,0.6,0.6
k4,f209,39,0.6,0.6,0.6
k4,f210,46,0.6,0.6,0.6
k4,f211,22,0.6,0.6,0.6
k4,f212,29,0.6,0.6,0.6
k4,f213,36,0.6,0.6,0.6
k4,f214,43,0.6,0.6,0.6
k4,f215,50,0.6,0.6,0.6
k4,f216,26,0.6,0.6,0.6
k4,f217,33,0.6,0.6,0.6
k4,f218,40,0.6,0.6,0.6
k4,f219,47,0.6,0.6,0.6
k4,f220,23,0.6,0.6,0.6
k4,f221,30,0.6,0.6,0.6
k4,f222,37,0.6,0.6,0.6
k4,f223,44,0.6,0.6,0.6
k4,f224,20,0.6,0.6,0.6
k4,f225,27,0.6,0.6,0.6
k4,f226,34,0.6,0.6,0.6
k4,f227,41,0.6,0.6,0.6
k4,f228,48,0.6,0.6,0.6
k4,f229,24,0.6,0.6,0.6
k4,f230,31,0.6,0.6,0.6
k4,f231,38,0.6,0.6,0.6
k4,f232,45,0.6,0.6,0.6
k4,f233,21,0.6,0.6,0.6
k4,f234,28,0.6,0.6,0.6
k4,f235,35,0.6,0.6,0.6
k4,f236,42,0.6,0.6,0.6
k4,f237,49,0.6,0.6,0.6
k4,f238,25,0.6,0.6,0.6
k4,f239,32,0.6,0.6,0.6
k4,f240,39,0.6,0.6,0.6
k4,f241,46,0.6,0.6,0.6
k4,f242,22,0.6,0.6,0.6
k4,f243,29,0.6,0.6,0.6
k4,f244,36,0.6,0.6,0.6
k4,f245,43,0.6,0.6,0.6
k4,f246,50,0.6,0.6,0.6
k4,f247,26,0.6,0.6,0.6
k4,f248,33,0.6,0.6,0.6
k4,f249,40,0.6,0.6,0.6
k4,f250,47,0.6,0.6,0.6
k4,f251,23,0.6,0.6,0.6
k4,f252,30,0.6,0.6,0.6
k4,f253,37,0.6,0.6,0.6
k4,f254,44,0.6,0.6,0.6
k4,f255,20,0.6,0.6,0.6
k4,f256,27,0.6,0.6,0.6
k4,f257,34,0.6,0.6,0.6
k4,f258,41,0.6,0.6,0.6
k4,f259,48,0.6,0.6,0.6
k4,f260,24,0.6,0.6,0.6
k4,f261,31,0.6,0.6,0.6
k4,f262,38,0.6,0.6,0.6
k4,f263,45,0.6,0.6,0.6
k4,f264,21,0.6,0.6,0.6
k4,f265,28,0.6,0.6,0.6
k4,f266,35,0.6,0.6,0.6
k4,f267,42,0.6,0.6,0.6
k4,f268,49,0.6,0.6,0.6
k4,f269,25,0.6,0.6,0.6
k4,f270,32,0.6,0.6,0.6
k4,f271,39,0.6,0.6,0.6
k4,f272,46,0.6,0.6,0.6
k4,f273,22,0.6,0.6,0.6
k4,f274,29,0.6,0.6,0.6
k4,f275,36,0.6,0.6,0.6
k4,f276,43,0.6,0.6,0.6
k4,f277,50,0.6,0.6,0.6
k4,f278,26,0.6,0.6,0.6
k4,f279,33,0.6,0.6,0.6
k4,f280,40,0.6,0.6,0.6
k4,f281,47,0.6,0.6,0.6
k4,f282,23,0.6,0.6,0.6
k4,f283,30,0.6,0.6,0.6
k4,f284,37,0.6,0.6,0.6
k4,f285,44,0.6,0.6,0.6
k4,f286,20,0.6,0.6,0.6
k4,f287,27,0.6,0.6,0.6
k4,f288,34,0.6,0.6,0.6
k4,f289,41,0.6,0.6,0.6
k4,f290,48,0.6,0.6,0.6
k4,f291,24,0.6,0.6,0.6
k4,f292,31,0.6,0.6,0.6
k4,f293,38,0.6,0.6,0.6
k4,f294,45,0.6,0.6,0.6
k4,f295,21,0.6,0.6,0.6
k4,f296,28,0.6,0.6,0.6
k4,f297,35,0.6,0.6,0.6
k4,f298,42,0.6,0.6,0.6
k4,f299,49,0.6,0.6,0.6
k4,f300,25,0.6,0.6,0.6
k4,f301,32,0.6,0.6,0.6
k4,f302,39,0.6,0.6,0.6
k4,f303,46,0.6,0.6,0.6
k4,f304,22,0.6,0.6,0.6
k4,f305,29,0.6,0.6,0.6
k4,f306,36,0.6,0.6,0.6
k4,f307,43,0.6,0.6,0.6
k4,f308,50,0.6,0.6,0.6
k4,f309,26,0.6,0.6,0.6
k4,f310,33,0.6,0.6,0.6
k4,f311,40,0.6,0.6,0.6
k4,f312,47,0.6,0.6,0.6
k4,f313,23,0.6,0.6,0.6
k4,f314,30,0.6,0.6,0.6
k4,f315,37,0.6,0.6,0.6
k4,f316,44,0.6,0.6,0.6
k4,f317,20,0.6,0.6,0.6
k4,f318,27,0.6,0.6,0.6
k4,f319,34,0.6,0.6,0.6
k4,f320,41,0.6,0.6,0.6
k4,f321,48,0.6,0.6,0.6
k4,f322,24,0.6,0.6,0.6
k4,f323,31,0.6,0.6,0.6
k4,f324,38,0.6,0.6,0.6
k4,f325,45,0.6,0.6,0.6
k4,f326,21,0.6,0.6,0.6
k4,f327,28,0.6,0.6,0.6
k4,f328,35,0.6,0.6,0.6
k4,f329,42,0.6,0.6,0.6
k4,f330,49,0.6,0.6,0.6
k4,f331,25,0.6,0.6,0.6
k4,f332,32,0.6,0.6,0.6
k4,f333,39,0.6,0.6,0.6
k4,f334,46,0.6,0.6,0.6
k4,f335,22,0.6,0.6,0.6
k4,f336,29,0.6,0.6,0.6
k4,f337,36,0.6,0.6,0.6
k4,f338,43,0.6,0.6,0.6
k4,f339,50,0.6,0.6,0.6
k4,f340,26,0.6,0.6,0.6
k4,f341,33,0.6,0.6,0.6
k4,f342,40,0.6,0.6,0.6
k4,f343,47,0.6,0.6,0.6
k4,f344,23,0.6,0.6,0.6
k4,f345,30,0.6,0.6,0.6
k4,f346,37,0.6,0.6,0.6
k4,f347,44,0.6,0.6,0.6
k4,f348,20,0.6,0.6,0.6
k4,f349,27,0.6,0.6,0.6
k4,f350,34,0.6,0.6,0.6
k4,f351,41,0.6,0.6,0.6
k4,f352,48,0.6,0.6,0.6
k4,f353,24,0.6,0.6,0.6
k4,f354,31,0.6,0.6,0.6
k4,f355,38,0.6,0.6,0.6
k4,f356,45,0.6,0.6,0.6
k4,f357,21,0.6,0.6,0.6
k4,f358,28,0.6,0.6,0.6
k4,f359,35,0.6,0.6,0.6
k4,f360,42,0.6,0.6,0.6
k4,f361,49,0.6,0.6,0.6
k4,f362,25,0.6,0.6,0.6
k4,f363,32,0.6,0.6,0.6
k4,f364,39,0.6,0.6,0.6
k4,f365,46,0.6,0.6,0.6
k4,f366,22,0.6,0.6,0.6
k4,f367,29,0.6,0.6,0.6
k4,f368,36,0.6,0.6,0.6
k4,f369,43,0.6,0.6,0.6
k4,f370,50,0.6,0.6,0.6
k4,f371,26,0.6,0.6,0.6
k4,f372,33,0.6,0.6,0.6
k4,f373,40,0.6,0.6,0.6
k4,f374,47,0.6,0.6,0.6
k4,f375,23,0.6,0.6,0.6
k4,f376,30,0.6,0.6,0.6
k4,f377,37,0.6,0.6,0.6
k4,f378,44,0.6,0.6,0.6
k4,f379,20,0.6,0.6,0.6
k4,f380,27,0.6,0.6,0.6
k4,f381,34,0.6,0.6,0.6
k4,f382,41,0.6,0.6,0.6
k4,f383,48,0.6,0.6,0.6
k4,f384,24,0.6,0.6,0.6
k4,f385,31,0.6,0.6,0.6
k4,f386,38,0.6,0.6,0.6
k4,f387,45,0.6,0.6,0.6
k4,f388,21,0.6,0.6,0.6
k4,f389,28,0.6,0.6,0.6
k4,f390,35,0.6,0.6,0.6
k4,f391,42,0.6,0.6,0.6
k4,f392,49,0.6,0.6,0.6
k4,f393,25,0.6,0.6,0.6
k4,f394,32,0.6,0.6,0.6
k4,f395,39,0.6,0.6,0.6
k4,f396,46,0.6,0.6,0.6
k4,f397,22,0.6,0.6,0.6
k4,f398,29,0.6,0.6,0.6
k4,f399,36,0.6,0.6,0.6
k4,f400,43,0.6,0.6,0.6
k4,f401,50,0.6,0.6,0.6
k4,f402,26,0.6,0.6,0.6
k4,f403,33,0.6,0.6,0.6
k4,f404,40,0.6,0.6,0.6
k4,f405,47,0.6,0.6,0.6
k4,f406,23,0.6,0.6,0.6
k4,f407,30,0.6,0.6,0.6
k4,f408,37,0.6,0.6,0.6
k4,f409,44,0.6,0.6,0.6
k4,f410,20,0.6,0.6,0.6
k4,f411,27,0.6,0.6,0.6
k4,f412,34,0.6,0.6,0.6
k4,f413,41,0.6,0.6,0.6
k4,f414,48,0.6,0.6,0.6
k4,f415,24,0.6,0.6,0.6
k4,f416,31,0.6,0.6,0.6
k4,f417,38,0.6,0.6,0.6
k4,f418,45,0.6,0.6,0.6
k4,f419,21,0.6,0.6,0.6
k4,f420,28,0.6,0.6,0.6
k4,f421,35,0.6,0.6,0.6
k4,f422,42,0.6,0.6,0.6
k4,f423,49,0.6,0.6,0.6
k4,f424,25,0.6,0.6,0.6
k4,f425,32,0.6,0.6,0.6
k4,f426,39,0.6,0.6,0.6
k4,f427,46,0.6,0.6,0.6
k4,f428,22,0.6,0.6,0.6
k4,f429,29,0.6,0.6,0.6
k4,f430,36,0.6,0.6,0.6
k4,f431,43,0.6,0.6,0.6
k4,f432,50,0.6,0.6,0.6
k4,f433,26,0.6,0.6,0.6
k4,f434,33,0.6,0.6,0.6
k4,f435,40,0.6,0.6,0.6
k4,f436,47,0.6,0.6,0.6
k4,f437,23,0.6,0.6,0.6
k4,f438,30,0.6,0.6,0.6
k4,f439,37,0.6,0.6,0.6
k4,f440,44,0.6,0.6,0.6
k4,f441,20,0.6,0.6,0.6
k4,f442,27,0.6,0.6,0.6
k4,f443,34,0.6,0.6,0.6
k4,f444,41,0.6,0.6,0.6
k4,f445,48,0.6,0.6,0.6
k4,f446,24,0.6,0.6,0.6
k4,f447,31,0.6,0.6,0.6
k4,f448,38,0.6,0.6,0.6
k4,f449,45,0.6,0.6,0.6
k4,f450,21,0.6,0.6,0.6
k4,f451,28,0.6,0.6,0.6
k4,f452,35,0.6,0.6,0.6
k4,f453,42,0.6,0.6,0.6
k4,f454,49,0.6,0.6,0.6
k4,f455,25,0.6,0.6,0.6
k4,f456,32,0.6,0.6,0.6
k4,f457,39,0.6,0.6,0.6
k4,f458,46,0.6,0.6,0.6
k4,f459,22,0.6,0.6,0.6
k4,f460,29,0.6,0.6,0.6
k4,f461,36,0.6,0.6,0.6
k4,f462,43,0.6,0.6,0.6
k4,f463,50,0.6,0.6,0.6
k4,f464,26,0.6,0.6,0.6
k4,f465,33,0.6,0.6,0.6
k4,f466,40,0.6,0.6,0.6
k4,f467,47,0.6,0.6,0.6
k4,f468,23,0.6,0.6,0.6
k4,f469,30,0.6,0.6,0.6
k4,f470,37,0.6,0.6,0.6
k4,f471,44,0.6,0.6,0.6
k4,f472,20,0.6,0.6,0.6
k4,f473,27,0.6,0.6,0.6
k4,f474,34,0.6,0.6,0.6
k4,f475,41,0.6,0.6,0.6
k4,f476,48,0.6,0.6,0.6
k4,f477,24,0.6,0.6,0.6
k4,f478,31,0.6,0.6,0.6
k4,f479,38,0.6,0.6,0.6
k4,f480,45,0.6,0.6,0.6
k4,f481,21,0.6,0.6,0.6
k4,f482,28,0.6,0.6,0.6
k4,f483,35,0.6,0.6,0.6
k4,f484,42,0.6,0.6,0.6
k4,f485,49,0.6,0.6,0.6
k4,f486,25,0.6,0.6,0.6
k4,f487,32,0.6,0.6,0.6
k4,f488,39,0.6,0.6,0.6
k4,f489,46,0.6,0.6,0.6
k4,f490,22,0.6,0.6,0.6
k4,f491,29,0.6,0.6,0.6
k4,f492,36,0.6,0.6,0.6
k4,f493,43,0.6,0.6,0.6
k4,f494,50,0.6,0.6,0.6
k4,f495,26,0.6,0.6,0.6
k4,f496,33,0.6,0.6,0.6
k4,f497,40,0.6,0.6,0.6
k4,f498,47,0.6,0.6,0.6
k4,f499,23,0.6,0.6,0.6
k4,f500,30,0.6,0.6,0.6
